size;n;k;comp;swaps
select;6000;6000/4;15043;41729
select;6000;6000/4;
select;6000;6000/4;
select;6000;6000/4;14437;39411
select;6000;6000/4;14647;40611
select;6000;6000/4;13644;38429
select;6000;6000/4;13748;38193
select;6000;6000/4;14449;40869
select;6000;6000/4;14569;40074
select;6000;6000/4;
select;6000;6000/4;
select;6000;6000/4;14739;41555
select;6000;6000/4;14225;40190
select;6000;6000/4;14194;39420
select;6000;6000/4;15294;42173
select;6000;6000/4;13744;39074
select;6000;6000/4;14587;41008
select;6000;6000/4;12182;34525
select;6000;6000/4;14758;40608
select;6000;6000/4;14930;40755
select;6000;6000/4;14388;41133
select;6000;6000/4;14601;40768
select;6000;6000/4;14591;41089
select;6000;6000/4;14384;40958
select;6000;6000/4;
select;6000;6000/4;14717;41160
select;6000;6000/4;14519;40956
select;6000;6000/4;
select;6000;6000/4;14462;40678
select;6000;6000/4;14337;40392
select;6000;6000/4;14074;40860
select;6000;6000/4;14521;40888
select;6000;6000/4;12455;34627
select;6000;6000/4;
select;6000;6000/2;
select;6000;6000/2;14498;40397
select;6000;6000/2;14192;40023
select;6000;6000/2;14690;40759
select;6000;6000/2;
select;6000;6000/2;15039;41890
select;6000;6000/2;14425;40122
select;6000;6000/2;14164;39326
select;6000;6000/2;14431;40440
select;6000;6000/2;
select;6000;6000/2;14553;40157
select;6000;6000/2;
select;6000;6000/2;14058;39778
select;6000;6000/2;14888;41732
select;6000;6000/2;13548;37090
select;6000;6000/2;
select;6000;6000/2;
select;6000;6000/2;14407;40663
select;6000;6000/2;14459;40962
select;6000;6000/2;15000;41452
select;6000;6000/2;15220;42277
select;6000;6000/2;
select;6000;6000/2;
select;6000;6000/2;13780;38096
select;6000;6000/2;14432;41299
select;6000;6000/2;14630;40647
select;6000;6000/2;14892;40954
select;6000;6000/2;
select;6000;6000/2;
select;6000;6000/2;14577;40723
select;6000;6000/2;14605;40220
select;6000;6000/2;13920;38129
select;6000;6000/2;
select;6000;6000/2;14277;40037
select;6000;6000/2;14214;40364
select;6000;6000/2;15000;41376
select;6000;6000/2;
select;6000;6000/2;15290;42167
select;6000;6000/2;14020;40701
select;6000;6000/2;14206;40079
select;6000;6000/2;
select;6000;6000/2;15126;41464
select;6000;6000/2;14328;40505
select;6000;6000/2;14155;38984
select;6000;6000/2;14390;41240
select;6000;6000/2;
select;6000;6000/2;
select;6000;6000/2;
select;6000;6000/2;15045;41533
select;6000;6000/2;15003;41220
select;6000;6000/2;13590;37723
select;6000;6000/2;14916;41605
select;6000;6000/2;
select;6000;6000/2;
select;6000;6000/2;14496;41036
select;6000;6000/2;
select;6000;6000/2;
select;6000;6000/2;13715;37714
select;6000;6000/2;14406;40577
select;6000;6000/2;14907;41587
select;6000;6000/2;
select;6000;6000/2;14855;41751
select;6000;6000/2;14542;41126
select;6000;6000/2;14699;40748
select;6000;6000/2;14930;41525
select;6000;6000/2;14249;40703
select;6000;6000/2;13242;37718
select;6000;6000/2;13806;38015
select;6000;6000/2;14182;40418
select;6000;6000/2;
select;6000;6000/2;15020;41604
select;6000;6000/2;14963;41678
select;6000;6000/2;
select;6000;6000/2;
select;6000;6000/2;14715;41174
select;6000;6000/2;14991;41772
select;6000;6000/2;14717;41272
select;6000;6000/2;
select;6000;6000/2;15344;42036
select;6000;6000/2;12648;34982
select;6000;6000/2;14367;40380
select;6000;6000/2;
select;6000;6000/2;14104;39850
select;6000;6000/2;14675;40744
select;6000;6000/2;14051;40563
select;6000;6000/2;
select;6000;6000/2;14661;40670
select;6000;6000/2;14693;40485
select;6000;6000/2;13174;36966
select;6000;6000/2;14128;39583
select;6000;6000/2;14273;40286
select;6000;6000/2;14685;40800
select;6000;6000/2;14573;40351
select;6000;6000/2;
select;6000;6000/2;14206;39740
select;6000;6000/2;14736;40941
select;6000;6000/2;14522;40303
select;6000;6000/2;14008;39731
select;6000;6000/2;
select;6000;6000/2;13628;39195
select;6000;6000-1;
select;6000;6000-1;14014;38047
select;6000;6000-1;
select;6000;6000-1;
select;6000;6000-1;14397;40498
select;6000;6000-1;14297;39474
select;6000;6000-1;13317;37267
select;6000;6000-1;
select;6000;6000-1;14566;40390
select;6000;6000-1;13664;39962
select;6000;6000-1;14907;41303
select;6000;6000-1;12338;34413
select;6000;6000-1;14499;40330
select;6000;6000-1;12821;35155
select;6000;6000-1;14360;39755
select;6000;6000-1;
select;6000;6000-1;14576;40170
select;6000;6000-1;13721;38058
select;6000;6000-1;
select;6000;6000-1;14551;41065
select;6000;6000-1;
select;6000;6000-1;12094;34145
select;6000;6000-1;
select;6000;6000-1;14378;40749
select;6000;6000-1;14465;41291
select;6000;6000-1;
select;6000;6000-1;14544;41312
select;6000;6000-1;15301;42188
select;6000;6000-1;
select;6000;6000-1;14564;40639
select;6000;6000-1;13857;39402
select;6000;6000-1;11961;32601
select;6000;6000-1;14890;41145
select;6000;6000-1;14160;39976
select;6000;6000-1;
select;6000;6000-1;14604;40816
select;6000;6000-1;14527;40452
select;6000;6000-1;
select;6000;6000-1;
select;6000;6000-1;
select;6000;6000-1;14990;41208
select;6000;6000-1;13010;36989
select;6000;6000-1;
select;6000;6000-1;13430;38468
select;6000;6000-1;
select;6000;6000-1;14465;40978
select;6000;6000-1;
select;6000;6000-1;14104;40321
select;6000;6000-1;12218;34051
select;6000;6000-1;
select;6000;6000-1;14111;40402
select;6000;6000-1;
select;6000;6000-1;
select;6000;6000-1;14113;40234
select;6000;6000-1;
select;6000;6000-1;14735;40588
select;6000;6000-1;
select;6000;6000-1;
select;6000;6000-1;14591;40669
select;6000;6000-1;14263;40554
select;6000;6000-1;15135;41522
select;6000;6000-1;14378;40305
select;6000;6000-1;14947;41074
select;6000;6000-1;14226;40731
select;6000;6000-1;14671;40183
select;6000;6000-1;14800;40706
select;6000;6000-1;14888;40709
select;6000;6000-1;
select;6000;6000-1;15137;41934
select;6000;6000-1;14166;40305
select;6000;6000-1;15255;41819
select;6000;6000-1;
select;6000;6000-1;14348;41200
select;6000;6000-1;14852;41101
select;6000;6000-1;14841;41188
select;6000;6000-1;14145;39838
select;6000;6000-1;14642;41476
select;6000;6000-1;14610;40867
select;6000;6000-1;13677;38025
select;6000;6000-1;14860;41413
select;6000;6000-1;13592;38046
select;6000;6000-1;13872;39816
select;6000;6000-1;14500;40449
select;6000;6000-1;13159;36983
select;6000;6000-1;
select;6000;6000-1;14527;39791
select;6000;6000-1;15224;41857
select;6000;6000-1;15025;41532
select;6000;6000-1;15030;41670
select;6000;6000-1;13602;37452
select;6000;6000-1;14544;40886
select;6000;6000-1;
select;6000;6000-1;14656;40751
select;6000;6000-1;
select;6000;6000-1;14881;41495
select;6000;6000-1;14742;40582
select;6000;6000-1;13638;38209
select;6000;6000-1;14409;41064
select;6000;6000-1;14121;39382
select;6000;6000-1;14836;40957
select;6100;0;14805;41418
select;6100;0;14804;41585
select;6100;0;14117;39773
select;6100;0;14656;40896
select;6100;0;14568;40624
select;6100;0;14523;40340
select;6100;0;14452;40243
select;6100;0;14739;41464
select;6100;0;15209;42736
select;6100;0;14837;41462
select;6100;0;14599;40934
select;6100;0;14858;41544
select;6100;0;14564;40945
select;6100;0;14869;41977
select;6100;0;13933;39107
select;6100;0;14594;40632
select;6100;0;13379;37529
select;6100;0;14745;41335
select;6100;0;14801;41677
select;6100;0;14650;40837
select;6100;0;14649;41037
select;6100;0;14114;39287
select;6100;0;14640;40545
select;6100;0;14975;41952
select;6100;0;14515;41115
select;6100;0;14014;39529
select;6100;0;14741;41496
select;6100;0;14847;41698
select;6100;0;14555;41046
select;6100;0;14941;41819
select;6100;0;14301;39865
select;6100;0;14927;41704
select;6100;0;14909;41209
select;6100;0;14661;41048
select;6100;0;14880;41357
select;6100;0;14578;40422
select;6100;0;14751;41074
select;6100;0;14923;41746
select;6100;0;14583;40254
select;6100;0;14041;39147
select;6100;0;14625;41129
select;6100;0;15128;42285
select;6100;0;14748;41412
select;6100;0;14473;40364
select;6100;0;14800;41325
select;6100;0;14483;40633
select;6100;0;13620;37917
select;6100;0;14666;41300
select;6100;0;14837;41309
select;6100;0;14451;40766
select;6100;0;14832;41511
select;6100;0;12492;34780
select;6100;0;14314;40272
select;6100;0;14412;40249
select;6100;0;14789;41120
select;6100;0;14696;40885
select;6100;0;14471;40225
select;6100;0;14649;40765
select;6100;0;14672;41146
select;6100;0;15026;41854
select;6100;0;12950;35774
select;6100;0;13808;38612
select;6100;0;14613;41003
select;6100;0;14370;40128
select;6100;0;14419;40270
select;6100;0;14285;40038
select;6100;0;15032;41669
select;6100;0;14855;41698
select;6100;0;14642;40785
select;6100;0;14571;40411
select;6100;0;15002;41576
select;6100;0;14301;40082
select;6100;0;15009;42288
select;6100;0;14676;41100
select;6100;0;14278;39995
select;6100;0;15145;42085
select;6100;0;14974;41828
select;6100;0;14911;41568
select;6100;0;14592;41008
select;6100;0;13936;38738
select;6100;0;14716;41505
select;6100;0;14941;41872
select;6100;0;14518;40597
select;6100;0;14554;41128
select;6100;0;14640;41126
select;6100;0;14802;41261
select;6100;0;14633;40872
select;6100;0;14858;41639
select;6100;0;14726;41151
select;6100;0;14795;41514
select;6100;0;14844;41413
select;6100;0;14719;41263
select;6100;0;14752;41438
select;6100;0;14897;42090
select;6100;0;12768;35639
select;6100;0;15068;42105
select;6100;0;15010;41881
select;6100;0;14758;41686
select;6100;0;14576;40812
select;6100;0;13904;38580
select;6100;6100/4;15393;42833
select;6100;6100/4;
select;6100;6100/4;14542;41214
select;6100;6100/4;15452;42869
select;6100;6100/4;14919;41720
select;6100;6100/4;15409;42880
select;6100;6100/4;
select;6100;6100/4;14652;41552
select;6100;6100/4;14195;39578
select;6100;6100/4;
select;6100;6100/4;
select;6100;6100/4;
select;6100;6100/4;
select;6100;6100/4;
select;6100;6100/4;15106;41971
select;6100;6100/4;
select;6100;6100/4;
select;6100;6100/4;14827;41217
select;6100;6100/4;
select;6100;6100/4;14214;40123
select;6100;6100/4;14568;41667
select;6100;6100/4;14553;41126
select;6100;6100/4;14702;40787
select;6100;6100/4;14228;40058
select;6100;6100/4;
select;6100;6100/4;14484;40749
select;6100;6100/4;15367;42512
select;6100;6100/4;
select;6100;6100/4;12190;34616
select;6100;6100/4;
select;6100;6100/4;13818;39881
select;6100;6100/4;14166;40548
select;6100;6100/4;15328;42177
select;6100;6100/4;14884;41255
select;6100;6100/4;15142;41474
select;6100;6100/4;
select;6100;6100/4;14938;41654
select;6100;6100/4;
select;6100;6100/4;14487;41427
select;6100;6100/4;
select;6100;6100/4;11984;33572
select;6100;6100/4;14989;42197
select;6100;6100/4;12180;33601
select;6100;6100/4;14493;40785
select;6100;6100/4;
select;6100;6100/4;15191;41639
select;6100;6100/4;15120;41720
select;6100;6100/4;15355;42458
select;6100;6100/4;14922;41458
select;6100;6100/4;
select;6100;6100/4;14721;41608
select;6100;6100/4;14204;39421
select;6100;6100/4;
select;6100;6100/4;14272;40443
select;6100;6100/4;
select;6100;6100/4;14542;40280
select;6100;6100/4;14682;41594
select;6100;6100/4;14366;40497
select;6100;6100/4;15067;42122
select;6100;6100/4;15131;41436
select;6100;6100/4;
select;6100;6100/4;
select;6100;6100/4;14707;40887
select;6100;6100/4;14582;41823
select;6100;6100/4;14678;40262
select;6100;6100/4;15208;42361
select;6100;6100/4;
select;6100;6100/4;14618;40134
select;6100;6100/4;14962;41358
select;6100;6100/4;15245;42407
select;6100;6100/4;
select;6100;6100/4;15041;41518
select;6100;6100/4;14087;40545
select;6100;6100/4;14281;40835
select;6100;6100/4;
select;6100;6100/4;
select;6100;6100/4;14830;41512
select;6100;6100/4;15508;42318
select;6100;6100/4;14675;41378
select;6100;6100/4;15201;42216
select;6100;6100/4;15045;41999
select;6100;6100/4;15294;42074
select;6100;6100/4;12559;35144
select;6100;6100/4;
select;6100;6100/4;14462;40757
select;6100;6100/4;
select;6100;6100/4;14799;41007
select;6100;6100/4;
select;6100;6100/4;15070;41755
select;6100;6100/4;15033;41084
select;6100;6100/4;15141;42091
select;6100;6100/4;13339;37871
select;6100;6100/4;13987;40481
select;6100;6100/4;
select;6100;6100/4;
select;6100;6100/4;15283;42076
select;6100;6100/4;
select;6100;6100/4;14360;40612
select;6100;6100/4;13996;39533
select;6100;6100/4;15153;41896
select;6100;6100/2;
select;6100;6100/2;
select;6100;6100/2;14025;38564
select;6100;6100/2;15079;41661
select;6100;6100/2;14626;40647
select;6100;6100/2;15112;42387
select;6100;6100/2;14774;41847
select;6100;6100/2;14624;41258
select;6100;6100/2;
select;6100;6100/2;14421;40876
select;6100;6100/2;15069;42062
select;6100;6100/2;15475;42381
select;6100;6100/2;14545;41355
select;6100;6100/2;
select;6100;6100/2;
select;6100;6100/2;14125;40344
select;6100;6100/2;
select;6100;6100/2;13569;37768
select;6100;6100/2;
select;6100;6100/2;14269;39812
select;6100;6100/2;14871;41734
select;6100;6100/2;
select;6100;6100/2;
select;6100;6100/2;
select;6100;6100/2;15008;41215
select;6100;6100/2;13627;38031
select;6100;6100/2;15102;41995
select;6100;6100/2;
select;6100;6100/2;
select;6100;6100/2;14395;40766
select;6100;6100/2;14444;40032
select;6100;6100/2;13712;37838
select;6100;6100/2;14302;40035
select;6100;6100/2;
select;6100;6100/2;14618;40587
select;6100;6100/2;
select;6100;6100/2;14714;42320
select;6100;6100/2;
select;6100;6100/2;14783;41374
select;6100;6100/2;
select;6100;6100/2;14758;41557
select;6100;6100/2;12618;35843
select;6100;6100/2;15147;42105
select;6100;6100/2;14724;40999
select;6100;6100/2;15398;42485
select;6100;6100/2;14803;41678
select;6100;6100/2;14661;40924
select;6100;6100/2;
select;6100;6100/2;12634;35156
select;6100;6100/2;14809;41373
select;6100;6100/2;15368;42337
select;6100;6100/2;15401;42369
select;6100;6100/2;
select;6100;6100/2;14585;40332
select;6100;6100/2;14564;41090
select;6100;6100/2;14476;40661
select;6100;6100/2;15341;42538
select;6100;6100/2;
select;6100;6100/2;15186;41866
select;6100;6100/2;
select;6100;6100/2;14703;41623
select;6100;6100/2;
select;6100;6100/2;14253;41203
select;6100;6100/2;12655;35313
select;6100;6100/2;
select;6100;6100/2;14895;41314
select;6100;6100/2;15073;42035
select;6100;6100/2;15307;42504
select;6100;6100/2;
select;6100;6100/2;15212;42045
select;6100;6100/2;15113;41687
select;6100;6100/2;15558;43133
select;6100;6100/2;14540;41409
select;6100;6100/2;
select;6100;6100/2;14466;40588
select;6100;6100/2;14860;41616
select;6100;6100/2;
select;6100;6100/2;14624;41505
select;6100;6100/2;14746;41369
select;6100;6100/2;12100;33954
select;6100;6100/2;15052;42120
select;6100;6100/2;14773;41466
select;6100;6100/2;13914;40010
select;6100;6100/2;14177;40345
select;6100;6100/2;15366;42553
select;6100;6100/2;
select;6100;6100/2;15445;42255
select;6100;6100/2;15211;42532
select;6100;6100/2;14490;40622
select;6100;6100/2;14396;41461
select;6100;6100/2;14734;41184
select;6100;6100/2;13517;38101
select;6100;6100/2;
select;6100;6100/2;15021;41881
select;6100;6100/2;15058;42428
select;6100;6100/2;14373;41123
select;6100;6100/2;15278;42637
select;6100;6100/2;14204;40567
select;6100;6100/2;
select;6100;6100/2;14697;40637
select;6100;6100-1;15181;41860
select;6100;6100-1;15703;42962
select;6100;6100-1;14601;41655
select;6100;6100-1;14836;41655
select;6100;6100-1;15247;42344
select;6100;6100-1;14804;41011
select;6100;6100-1;
select;6100;6100-1;14595;41513
select;6100;6100-1;13832;38129
select;6100;6100-1;15772;43205
select;6100;6100-1;12054;33612
select;6100;6100-1;14414;40573
select;6100;6100-1;13077;35609
select;6100;6100-1;15101;41755
select;6100;6100-1;
select;6100;6100-1;14350;40101
select;6100;6100-1;14886;42342
select;6100;6100-1;
select;6100;6100-1;
select;6100;6100-1;15031;41221
select;6100;6100-1;14124;39921
select;6100;6100-1;14287;41213
select;6100;6100-1;14712;40495
select;6100;6100-1;15032;42235
select;6100;6100-1;
select;6100;6100-1;14367;40933
select;6100;6100-1;
select;6100;6100-1;15128;41603
select;6100;6100-1;14140;40291
select;6100;6100-1;15116;42259
select;6100;6100-1;
select;6100;6100-1;
select;6100;6100-1;15367;42376
select;6100;6100-1;14800;40452
select;6100;6100-1;15025;40986
select;6100;6100-1;15098;42090
select;6100;6100-1;
select;6100;6100-1;14622;41527
select;6100;6100-1;
select;6100;6100-1;12880;36180
select;6100;6100-1;14434;41140
select;6100;6100-1;14715;41423
select;6100;6100-1;15179;41756
select;6100;6100-1;12455;33855
select;6100;6100-1;15324;41897
select;6100;6100-1;14358;40606
select;6100;6100-1;13942;39630
select;6100;6100-1;
select;6100;6100-1;
select;6100;6100-1;14543;41030
select;6100;6100-1;14746;40314
select;6100;6100-1;14402;40711
select;6100;6100-1;14767;41879
select;6100;6100-1;
select;6100;6100-1;14720;41203
select;6100;6100-1;12009;33908
select;6100;6100-1;15064;41945
select;6100;6100-1;12941;35837
select;6100;6100-1;14661;41532
select;6100;6100-1;
select;6100;6100-1;14588;39949
select;6100;6100-1;12326;33986
select;6100;6100-1;
select;6100;6100-1;14760;41471
select;6100;6100-1;15109;41577
select;6100;6100-1;
select;6100;6100-1;14517;40865
select;6100;6100-1;14718;41130
select;6100;6100-1;
select;6100;6100-1;14831;41116
select;6100;6100-1;14893;41615
select;6100;6100-1;14286;40668
select;6100;6100-1;14625;40994
select;6100;6100-1;
select;6100;6100-1;13730;38003
select;6100;6100-1;
select;6100;6100-1;14831;41088
select;6100;6100-1;15246;42299
select;6100;6100-1;15229;41872
select;6100;6100-1;
select;6100;6100-1;14978;42412
select;6100;6100-1;
select;6100;6100-1;
select;6100;6100-1;14497;41012
select;6100;6100-1;12785;35567
select;6100;6100-1;14865;41718
select;6100;6100-1;
select;6100;6100-1;15141;41886
select;6100;6100-1;14683;41085
select;6100;6100-1;
select;6100;6100-1;15345;42743
select;6100;6100-1;14424;40698
select;6100;6100-1;
select;6100;6100-1;14111;40955
select;6100;6100-1;
select;6100;6100-1;15160;41872
select;6100;6100-1;15104;41905
select;6100;6100-1;
select;6100;6100-1;15139;42064
select;6100;6100-1;13137;37792
select;6200;0;15100;41975
select;6200;0;14711;41268
select;6200;0;14844;41700
select;6200;0;15135;42710
select;6200;0;14743;41397
select;6200;0;14895;41327
select;6200;0;12679;35101
select;6200;0;14581;40292
select;6200;0;15038;41898
select;6200;0;14915;41823
select;6200;0;14846;41640
select;6200;0;15043;42284
select;6200;0;14754;41104
select;6200;0;11649;32030
select;6200;0;14519;40400
select;6200;0;15001;41422
select;6200;0;14730;40956
