type;n;k;comp;swaps
select;2200;2200/4;6349;11336
select;2200;2200/4;6506;11380
select;2200;2200/4;6156;11121
select;2200;2200/4;6103;11082
select;2200;2200/4;
select;2200;2200/4;6649;11695
select;2200;2200/4;6668;11644
select;2200;2200/4;6569;11572
select;2200;2200/4;6527;11558
select;2200;2200/4;6557;11545
select;2200;2200/4;6500;11545
select;2200;2200/4;6487;11357
select;2200;2200/4;6647;11613
select;2200;2200/4;6295;11297
select;2200;2200/4;6466;11562
select;2200;2200/4;
select;2200;2200/4;6754;11832
select;2200;2200/4;6875;12006
select;2200;2200/4;6491;11481
select;2200;2200/4;
select;2200;2200/4;
select;2200;2200/4;6049;11004
select;2200;2200/4;6469;11443
select;2200;2200/4;6710;11713
select;2200;2200/4;6287;11337
select;2200;2200/4;6491;11552
select;2200;2200/4;6489;11473
select;2200;2200/4;6181;11254
select;2200;2200/4;6304;11008
select;2200;2200/4;6414;11395
select;2200;2200/4;6369;11309
select;2200;2200/4;6514;11515
select;2200;2200/4;6134;11140
select;2200;2200/4;6624;11594
select;2200;2200/4;6404;11441
select;2200;2200/4;6284;11305
select;2200;2200/4;6282;11348
select;2200;2200/4;6483;11658
select;2200;2200/4;
select;2200;2200/4;6560;11552
select;2200;2200/4;
select;2200;2200/4;6558;11584
select;2200;2200/4;6675;11663
select;2200;2200/4;6409;11453
select;2200;2200/4;
select;2200;2200/4;
select;2200;2200/4;
select;2200;2200/4;
select;2200;2200/4;6363;11392
select;2200;2200/4;6082;10649
select;2200;2200/4;
select;2200;2200/4;6335;11359
select;2200;2200/4;
select;2200;2200/4;6332;11328
select;2200;2200/4;6374;11375
select;2200;2200/4;
select;2200;2200/4;6137;11115
select;2200;2200/4;
select;2200;2200/4;6339;11305
select;2200;2200/4;6934;12083
select;2200;2200/4;6325;11265
select;2200;2200/4;6224;11357
select;2200;2200/4;6162;11164
select;2200;2200/4;6701;11627
select;2200;2200/4;
select;2200;2200/4;
select;2200;2200/2;
select;2200;2200/2;6465;11503
select;2200;2200/2;6480;11265
select;2200;2200/2;6211;11139
select;2200;2200/2;6114;10651
select;2200;2200/2;6457;11437
select;2200;2200/2;6289;11233
select;2200;2200/2;
select;2200;2200/2;
select;2200;2200/2;5696;10292
select;2200;2200/2;
select;2200;2200/2;6427;11577
select;2200;2200/2;6050;10971
select;2200;2200/2;6053;10336
select;2200;2200/2;6137;10961
select;2200;2200/2;
select;2200;2200/2;6208;11152
select;2200;2200/2;6399;11443
select;2200;2200/2;5626;10083
select;2200;2200/2;6600;11672
select;2200;2200/2;6419;11378
select;2200;2200/2;
select;2200;2200/2;6235;11150
select;2200;2200/2;
select;2200;2200/2;6513;11399
select;2200;2200/2;5941;10717
select;2200;2200/2;6591;11563
select;2200;2200/2;
select;2200;2200/2;
select;2200;2200/2;6737;11824
select;2200;2200/2;6151;11129
select;2200;2200/2;6352;11278
select;2200;2200/2;6533;11551
select;2200;2200/2;
select;2200;2200/2;6588;11675
select;2200;2200/2;6492;11439
select;2200;2200/2;6256;11243
select;2200;2200/2;6501;11424
select;2200;2200/2;
select;2200;2200/2;6139;11137
select;2200;2200/2;6500;11525
select;2200;2200/2;6116;10828
select;2200;2200/2;
select;2200;2200/2;6496;11506
select;2200;2200/2;6174;11226
select;2200;2200/2;6421;11310
select;2200;2200/2;6567;11540
select;2200;2200/2;6386;11366
select;2200;2200/2;6490;11443
select;2200;2200/2;6479;11448
select;2200;2200/2;6953;11952
select;2200;2200/2;5960;10759
select;2200;2200/2;6450;11366
select;2200;2200/2;6383;11353
select;2200;2200/2;6473;11544
select;2200;2200/2;
select;2200;2200/2;6542;11641
select;2200;2200/2;6007;10684
select;2200;2200/2;6611;11736
select;2200;2200/2;6372;11319
select;2200;2200/2;6649;11585
select;2200;2200/2;
select;2200;2200/2;6486;11523
select;2200;2200/2;6347;11306
select;2200;2200/2;
select;2200;2200/2;5760;10232
select;2200;2200/2;6433;11451
select;2200;2200/2;6544;11563
select;2200;2200/2;6187;11066
select;2200;2200/2;6795;11938
select;2200;2200/2;6384;11193
select;2200;2200/2;6662;11692
select;2200;2200/2;6764;11848
select;2200;2200/2;
select;2200;2200/2;
select;2200;2200/2;6298;11351
select;2200;2200/2;
select;2200;2200/2;6440;11461
select;2200;2200/2;6286;11297
select;2200;2200/2;6560;11567
select;2200;2200/2;
select;2200;2200/2;6539;11416
select;2200;2200/2;6334;11161
select;2200;2200/2;5796;10305
select;2200;2200/2;6482;11361
select;2200;2200/2;6486;11267
select;2200;2200/2;6366;11387
select;2200;2200/2;6434;11475
select;2200;2200/2;6309;11004
select;2200;2200/2;6799;11899
select;2200;2200/2;6735;11858
select;2200;2200/2;6256;11293
select;2200;2200/2;6476;11537
select;2200;2200/2;
select;2200;2200/2;6126;11151
select;2200;2200/2;
select;2200;2200/2;6809;11789
select;2200;2200/2;6408;11455
select;2200;2200/2;6583;11543
select;2200;2200/2;6201;11065
select;2200;2200-1;6342;11393
select;2200;2200-1;6522;11570
select;2200;2200-1;6393;11363
select;2200;2200-1;6636;11704
select;2200;2200-1;6386;11430
select;2200;2200-1;6311;11153
select;2200;2200-1;6030;11110
select;2200;2200-1;6208;11097
select;2200;2200-1;6797;11861
select;2200;2200-1;
select;2200;2200-1;6451;11529
select;2200;2200-1;6438;11395
select;2200;2200-1;6601;11610
select;2200;2200-1;6911;12084
select;2200;2200-1;6832;11960
select;2200;2200-1;
select;2200;2200-1;6426;11421
select;2200;2200-1;6507;11558
select;2200;2200-1;
select;2200;2200-1;6309;10996
select;2200;2200-1;
select;2200;2200-1;
select;2200;2200-1;6613;11647
select;2200;2200-1;6030;11079
select;2200;2200-1;6206;11137
select;2200;2200-1;6250;11198
select;2200;2200-1;6216;10949
select;2200;2200-1;6616;11491
select;2200;2200-1;6137;11112
select;2200;2200-1;
select;2200;2200-1;6291;11279
select;2200;2200-1;6539;11551
select;2200;2200-1;6290;11232
select;2200;2200-1;6398;11366
select;2200;2200-1;6257;11331
select;2200;2200-1;6719;11738
select;2200;2200-1;
select;2200;2200-1;6599;11673
select;2200;2200-1;6494;11512
select;2200;2200-1;
select;2200;2200-1;6586;11549
select;2200;2200-1;6888;12019
select;2200;2200-1;6218;11183
select;2200;2200-1;
select;2200;2200-1;6337;11349
select;2200;2200-1;6353;11435
select;2200;2200-1;6149;11221
select;2200;2200-1;6251;11239
select;2200;2200-1;6615;11774
select;2200;2200-1;6323;11333
select;2200;2200-1;6753;11747
select;2200;2200-1;5862;10380
select;2200;2200-1;5602;9918
select;2200;2200-1;6567;11616
select;2200;2200-1;6680;11785
select;2200;2200-1;6076;11161
select;2200;2200-1;6201;11165
select;2200;2200-1;6396;11482
select;2200;2200-1;6722;11682
select;2200;2200-1;6594;11664
select;2200;2200-1;
select;2200;2200-1;6625;11656
select;2200;2200-1;6203;11118
select;2200;2200-1;6217;11292
select;2200;2200-1;6647;11787
select;2200;2200-1;6511;11520
select;2200;2200-1;6150;10689
select;2200;2200-1;6194;11224
select;2200;2200-1;6529;11463
select;2200;2200-1;
select;2200;2200-1;5627;10018
select;2200;2200-1;
select;2200;2200-1;5973;10975
select;2200;2200-1;6645;11711
select;2200;2200-1;6285;11302
select;2200;2200-1;6716;11710
select;2200;2200-1;6620;11733
select;2200;2200-1;6539;11601
select;2200;2200-1;
select;2200;2200-1;6560;11602
select;2200;2200-1;6644;11627
select;2200;2200-1;6607;11593
select;2200;2200-1;6464;11517
select;2200;2200-1;6075;11044
select;2200;2200-1;6947;12056
select;2200;2200-1;
select;2200;2200-1;6259;11246
select;2200;2200-1;6338;11387
select;2200;2200-1;5725;10179
select;2200;2200-1;
select;2200;2200-1;6439;11427
select;2200;2200-1;6452;11275
select;2200;2200-1;6048;10523
select;2200;2200-1;6292;11342
select;2200;2200-1;
select;2200;2200-1;6492;11407
select;2200;2200-1;6632;11764
select;2200;2200-1;
select;2200;2200-1;
select;2200;2200-1;6662;11613
select;2300;0;6565;11622
select;2300;0;6168;10910
select;2300;0;6830;12149
select;2300;0;6619;11885
select;2300;0;6854;12271
select;2300;0;6479;11383
select;2300;0;6611;11781
select;2300;0;6798;11930
select;2300;0;6577;11635
select;2300;0;6799;12011
select;2300;0;6590;11700
select;2300;0;6688;11920
select;2300;0;6639;11779
select;2300;0;6545;11599
select;2300;0;6772;12199
select;2300;0;6684;11959
select;2300;0;6717;11938
select;2300;0;6512;11642
select;2300;0;6306;11044
select;2300;0;6890;12196
select;2300;0;6754;12018
select;2300;0;6796;12062
select;2300;0;6691;11741
select;2300;0;6799;12006
select;2300;0;6515;11426
select;2300;0;6809;12059
select;2300;0;6455;11538
select;2300;0;6768;12039
select;2300;0;6918;12408
select;2300;0;6599;11721
select;2300;0;6697;11919
select;2300;0;6448;11516
select;2300;0;6747;11912
select;2300;0;6761;11982
select;2300;0;6627;11689
select;2300;0;6781;12001
select;2300;0;6689;11843
select;2300;0;6675;11837
select;2300;0;6397;11392
select;2300;0;6769;11929
select;2300;0;6665;11758
select;2300;0;6569;11625
select;2300;0;6739;11913
select;2300;0;6739;11802
select;2300;0;6611;11800
select;2300;0;6835;12163
select;2300;0;6808;12220
select;2300;0;6614;11822
select;2300;0;6685;11861
select;2300;0;6852;12080
select;2300;0;6692;11928
select;2300;0;6460;11470
select;2300;0;6883;12147
select;2300;0;6764;11952
select;2300;0;6701;12003
select;2300;0;6665;11792
select;2300;0;6647;11821
select;2300;0;6427;11385
select;2300;0;6418;11437
select;2300;0;6593;11680
select;2300;0;6595;11798
select;2300;0;6500;11417
select;2300;0;6850;12109
select;2300;0;6647;11822
select;2300;0;6583;11722
select;2300;0;6769;11942
select;2300;0;6605;11724
select;2300;0;6952;12400
select;2300;0;6733;11874
select;2300;0;6648;11747
select;2300;0;6588;11783
select;2300;0;6890;12238
select;2300;0;6885;12221
select;2300;0;6620;11605
select;2300;0;6517;11615
select;2300;0;6625;11880
select;2300;0;6652;11732
select;2300;0;6526;11597
select;2300;0;6510;11479
select;2300;0;6663;11812
select;2300;0;6713;11992
select;2300;0;6955;12376
select;2300;0;6613;11769
select;2300;0;6849;12236
select;2300;0;6620;11715
select;2300;0;6362;11273
select;2300;0;6704;11910
select;2300;0;6235;10933
select;2300;0;6471;11599
select;2300;0;6632;11720
select;2300;0;6542;11652
select;2300;0;6903;12189
select;2300;0;5845;10276
select;2300;0;6665;11891
select;2300;0;6302;11070
select;2300;0;6602;11798
select;2300;0;6547;11580
select;2300;0;6417;11476
select;2300;0;6791;12075
select;2300;0;6780;11908
select;2300;2300/4;7010;12351
select;2300;2300/4;6707;12000
select;2300;2300/4;6907;12133
select;2300;2300/4;
select;2300;2300/4;6430;11609
select;2300;2300/4;6678;11973
select;2300;2300/4;6587;11805
select;2300;2300/4;6238;10996
select;2300;2300/4;6663;11816
select;2300;2300/4;7018;12174
select;2300;2300/4;
select;2300;2300/4;6443;11751
select;2300;2300/4;6792;12033
select;2300;2300/4;
select;2300;2300/4;7262;12737
select;2300;2300/4;6774;12078
select;2300;2300/4;7009;12345
select;2300;2300/4;6653;11552
select;2300;2300/4;
select;2300;2300/4;6379;11589
select;2300;2300/4;6629;11853
select;2300;2300/4;
select;2300;2300/4;6883;12256
select;2300;2300/4;
select;2300;2300/4;
select;2300;2300/4;6700;11962
select;2300;2300/4;6666;11840
select;2300;2300/4;
select;2300;2300/4;
select;2300;2300/4;6509;11764
select;2300;2300/4;
select;2300;2300/4;6963;12210
select;2300;2300/4;6516;11854
select;2300;2300/4;7041;12298
select;2300;2300/4;
select;2300;2300/4;6924;12070
select;2300;2300/4;6334;11522
select;2300;2300/4;6772;11822
select;2300;2300/4;6648;11977
select;2300;2300/4;
select;2300;2300/4;
select;2300;2300/4;6176;10945
select;2300;2300/4;6620;11418
select;2300;2300/4;6390;11593
select;2300;2300/4;6689;11850
select;2300;2300/4;6962;12260
select;2300;2300/4;6354;11470
select;2300;2300/4;6498;11774
select;2300;2300/4;
select;2300;2300/4;7167;12440
select;2300;2300/4;6740;11939
select;2300;2300/4;
select;2300;2300/4;
select;2300;2300/4;
select;2300;2300/4;6955;12113
select;2300;2300/4;6885;12067
select;2300;2300/4;6630;11931
select;2300;2300/4;6658;11663
select;2300;2300/4;
select;2300;2300/4;6137;10985
select;2300;2300/4;6410;11675
select;2300;2300/4;6192;11238
select;2300;2300/4;6347;11338
select;2300;2300/4;6661;11834
select;2300;2300/4;6588;11909
select;2300;2300/4;7036;12311
select;2300;2300/4;6577;11646
select;2300;2300/4;
select;2300;2300/4;6431;11663
select;2300;2300/4;6973;12315
select;2300;2300/4;
select;2300;2300/4;
select;2300;2300/4;
select;2300;2300/4;7152;12407
select;2300;2300/4;6629;11848
select;2300;2300/4;6994;12267
select;2300;2300/4;6912;12080
select;2300;2300/4;6780;11881
select;2300;2300/4;6752;11972
select;2300;2300/4;6452;11725
select;2300;2300/4;6998;12289
select;2300;2300/4;
select;2300;2300/4;6803;12128
select;2300;2300/4;6621;11913
select;2300;2300/4;
select;2300;2300/4;6882;12104
select;2300;2300/4;6834;12026
select;2300;2300/4;6590;11856
select;2300;2300/4;6569;11880
select;2300;2300/4;6673;11721
select;2300;2300/4;6983;12265
select;2300;2300/4;6829;12076
select;2300;2300/4;7126;12466
select;2300;2300/4;6730;12097
select;2300;2300/4;7016;12261
select;2300;2300/4;
select;2300;2300/4;6366;11352
select;2300;2300/4;6718;12043
select;2300;2300/4;6830;12190
select;2300;2300/4;6398;11673
select;2300;2300/2;7058;12294
select;2300;2300/2;6542;11478
select;2300;2300/2;6652;11968
select;2300;2300/2;
select;2300;2300/2;6571;11825
select;2300;2300/2;6883;12265
select;2300;2300/2;6843;12162
select;2300;2300/2;
select;2300;2300/2;
select;2300;2300/2;6846;12131
select;2300;2300/2;6855;12087
select;2300;2300/2;6531;11784
select;2300;2300/2;6956;12245
select;2300;2300/2;7010;12173
select;2300;2300/2;6541;11717
select;2300;2300/2;7043;12285
select;2300;2300/2;6473;11764
select;2300;2300/2;6744;11949
select;2300;2300/2;6811;12169
select;2300;2300/2;6755;12009
select;2300;2300/2;6550;11759
select;2300;2300/2;
select;2300;2300/2;6896;12224
select;2300;2300/2;6363;11535
select;2300;2300/2;6917;12224
select;2300;2300/2;6773;11944
select;2300;2300/2;6953;12159
select;2300;2300/2;6667;12025
select;2300;2300/2;6919;12270
select;2300;2300/2;6526;11436
select;2300;2300/2;6620;11921
select;2300;2300/2;
select;2300;2300/2;6905;12234
select;2300;2300/2;7129;12557
select;2300;2300/2;
select;2300;2300/2;7094;12462
select;2300;2300/2;
select;2300;2300/2;
select;2300;2300/2;7139;12369
select;2300;2300/2;
select;2300;2300/2;
select;2300;2300/2;6697;11836
select;2300;2300/2;
select;2300;2300/2;7112;12348
select;2300;2300/2;5484;9988
select;2300;2300/2;7047;12290
select;2300;2300/2;6994;12257
select;2300;2300/2;6900;12183
select;2300;2300/2;6387;11534
select;2300;2300/2;7172;12517
select;2300;2300/2;
select;2300;2300/2;
select;2300;2300/2;6698;11647
select;2300;2300/2;
select;2300;2300/2;6484;11502
select;2300;2300/2;6398;11381
select;2300;2300/2;
select;2300;2300/2;6428;11480
select;2300;2300/2;7136;12456
select;2300;2300/2;
select;2300;2300/2;6779;12052
select;2300;2300/2;7109;12370
select;2300;2300/2;
select;2300;2300/2;6537;11597
select;2300;2300/2;6762;11973
select;2300;2300/2;7261;12649
select;2300;2300/2;6878;12218
select;2300;2300/2;6637;12082
select;2300;2300/2;6432;11537
select;2300;2300/2;6744;11930
select;2300;2300/2;6702;11863
select;2300;2300/2;
select;2300;2300/2;6596;11783
select;2300;2300/2;6314;11528
select;2300;2300/2;7012;12310
select;2300;2300/2;6745;11934
select;2300;2300/2;6928;12121
select;2300;2300/2;6283;11441
select;2300;2300/2;
select;2300;2300/2;6926;12348
select;2300;2300/2;6292;11051
select;2300;2300/2;
select;2300;2300/2;6659;11992
select;2300;2300/2;6621;11914
select;2300;2300/2;6817;12057
select;2300;2300/2;6710;11911
select;2300;2300/2;6884;12240
select;2300;2300/2;6921;12159
select;2300;2300/2;6275;11347
select;2300;2300/2;6956;12135
select;2300;2300/2;6799;12159
select;2300;2300/2;6340;11626
select;2300;2300/2;
select;2300;2300/2;6881;12144
select;2300;2300/2;6358;11646
select;2300;2300/2;
select;2300;2300/2;6455;11514
select;2300;2300/2;
select;2300;2300/2;6767;11964
select;2300;2300/2;6617;11761
select;2300;2300-1;
select;2300;2300-1;6305;11492
select;2300;2300-1;7313;12668
select;2300;2300-1;6603;11926
select;2300;2300-1;6868;12167
select;2300;2300-1;7117;12449
select;2300;2300-1;
select;2300;2300-1;6858;12117
select;2300;2300-1;6994;12230
select;2300;2300-1;7010;12265
select;2300;2300-1;6531;11837
select;2300;2300-1;6730;11854
select;2300;2300-1;6754;12022
select;2300;2300-1;6940;12134
select;2300;2300-1;
select;2300;2300-1;6999;12229
select;2300;2300-1;
select;2300;2300-1;7065;12408
select;2300;2300-1;7022;12343
select;2300;2300-1;6905;12202
select;2300;2300-1;7038;12358
select;2300;2300-1;7050;12499
select;2300;2300-1;6312;11136
select;2300;2300-1;7032;12335
select;2300;2300-1;6813;12223
select;2300;2300-1;6709;12051
select;2300;2300-1;
select;2300;2300-1;6903;12189
select;2300;2300-1;6849;12163
select;2300;2300-1;6665;11985
select;2300;2300-1;6949;12186
select;2300;2300-1;
select;2300;2300-1;5816;10456
select;2300;2300-1;6070;10869
select;2300;2300-1;
select;2300;2300-1;
select;2300;2300-1;6654;11895
select;2300;2300-1;7289;12628
select;2300;2300-1;6894;12197
select;2300;2300-1;6492;11719
select;2300;2300-1;
select;2300;2300-1;6652;11789
select;2300;2300-1;6814;12188
select;2300;2300-1;
select;2300;2300-1;6631;11979
select;2300;2300-1;
select;2300;2300-1;6532;11749
select;2300;2300-1;
select;2300;2300-1;6167;11089
select;2300;2300-1;6653;11951
select;2300;2300-1;6961;12181
select;2300;2300-1;
select;2300;2300-1;
select;2300;2300-1;6615;11495
select;2300;2300-1;6451;11579
select;2300;2300-1;
select;2300;2300-1;6667;12022
select;2300;2300-1;6910;11984
select;2300;2300-1;
select;2300;2300-1;
select;2300;2300-1;
select;2300;2300-1;6445;11652
select;2300;2300-1;6698;11956
select;2300;2300-1;
select;2300;2300-1;6412;11455
select;2300;2300-1;6485;11652
select;2300;2300-1;6838;12109
select;2300;2300-1;6686;11769
select;2300;2300-1;6718;11911
select;2300;2300-1;6317;11419
select;2300;2300-1;6507;11740
select;2300;2300-1;6313;11398
select;2300;2300-1;6762;11879
select;2300;2300-1;
select;2300;2300-1;6119;11118
select;2300;2300-1;6365;11138
select;2300;2300-1;6548;11616
select;2300;2300-1;6675;11743
select;2300;2300-1;6302;11081
select;2300;2300-1;
select;2300;2300-1;6454;11694
select;2300;2300-1;
select;2300;2300-1;6230;11015
select;2300;2300-1;7098;12259
select;2300;2300-1;6852;12028
select;2300;2300-1;6777;12034
select;2300;2300-1;6598;11618
select;2300;2300-1;6944;12235
select;2300;2300-1;6715;11838
select;2300;2300-1;6656;11996
select;2300;2300-1;6684;11814
select;2300;2300-1;6685;12025
select;2300;2300-1;6547;11446
select;2300;2300-1;6595;11756
select;2300;2300-1;6939;12168
select;2300;2300-1;6100;11123
select;2300;2300-1;6303;11301
select;2300;2300-1;6549;11712
select;2300;2300-1;6592;11862
select;2300;2300-1;
select;2400;0;6858;12269
select;2400;0;7112;12579
select;2400;0;6887;12077
select;2400;0;7212;12798
select;2400;0;6680;11869
select;2400;0;7094;12580
select;2400;0;7049;12543
select;2400;0;7299;12869
select;2400;0;6987;12443
select;2400;0;6960;12219
select;2400;0;6792;12068
select;2400;0;6933;12378
select;2400;0;7125;12616
select;2400;0;7200;12739
select;2400;0;7058;12412
select;2400;0;6981;12329
select;2400;0;7052;12465
select;2400;0;6880;12286
select;2400;0;6845;12173
select;2400;0;6567;11495
select;2400;0;7013;12557
select;2400;0;7004;12468
select;2400;0;6890;12359
select;2400;0;6913;12262
select;2400;0;6947;12273
select;2400;0;6714;11861
select;2400;0;7164;12674
select;2400;0;6697;11829
select;2400;0;7016;12478
select;2400;0;7135;12568
select;2400;0;6894;12329
select;2400;0;6564;11637
select;2400;0;7072;12517
select;2400;0;7004;12440
select;2400;0;7140;12705
select;2400;0;7110;12452
select;2400;0;6993;12308
select;2400;0;7156;12644
select;2400;0;7200;12824
select;2400;0;6871;12226
select;2400;0;6975;12382
select;2400;0;7192;12613
select;2400;0;7162;12680
select;2400;0;6869;12152
select;2400;0;7057;12407
select;2400;0;6606;11896
select;2400;0;7077;12518
select;2400;0;7062;12534
select;2400;0;6929;12249
select;2400;0;6732;11932
select;2400;0;6980;12351
select;2400;0;6520;11468
select;2400;0;7259;12678
select;2400;0;6550;11627
select;2400;0;6948;12264
select;2400;0;6966;12335
select;2400;0;6458;11401
select;2400;0;7237;12868
select;2400;0;7079;12622
select;2400;0;6979;12336
select;2400;0;6785;11965
select;2400;0;6998;12235
select;2400;0;7063;12609
select;2400;0;6981;12268
select;2400;0;6882;12285
select;2400;0;6797;12096
select;2400;0;6949;12254
select;2400;0;6883;12309
select;2400;0;6913;12182
select;2400;0;6358;11118
select;2400;0;6999;12450
select;2400;0;7083;12524
select;2400;0;6854;12123
select;2400;0;6375;11272
select;2400;0;6860;12130
select;2400;0;7103;12721
select;2400;0;7008;12532
select;2400;0;6944;12243
select;2400;0;6772;12003
select;2400;0;7005;12393
select;2400;0;6995;12427
select;2400;0;6966;12348
select;2400;0;6913;12355
select;2400;0;7158;12731
select;2400;0;6790;12054
select;2400;0;7112;12608
select;2400;0;6993;12320
select;2400;0;6873;12211
select;2400;0;6992;12427
select;2400;0;6876;12280
select;2400;0;6886;12289
select;2400;0;7059;12519
select;2400;0;7289;12911
select;2400;0;6929;12439
select;2400;0;6812;12111
select;2400;0;6967;12418
select;2400;0;7107;12518
select;2400;0;6163;10761
select;2400;0;6810;12222
select;2400;0;7127;12640
select;2400;2400/4;
select;2400;2400/4;7223;12817
select;2400;2400/4;7329;12747
select;2400;2400/4;6919;12207
select;2400;2400/4;6729;12259
select;2400;2400/4;6713;12036
select;2400;2400/4;7154;12673
select;2400;2400/4;7118;12611
select;2400;2400/4;
select;2400;2400/4;6800;12297
select;2400;2400/4;6661;11970
select;2400;2400/4;7000;12493
select;2400;2400/4;
select;2400;2400/4;7400;12796
select;2400;2400/4;7197;12665
select;2400;2400/4;
select;2400;2400/4;6659;12117
select;2400;2400/4;6703;12135
select;2400;2400/4;7329;12768
select;2400;2400/4;
select;2400;2400/4;7173;12481
select;2400;2400/4;7131;12647
select;2400;2400/4;
select;2400;2400/4;7111;12596
select;2400;2400/4;7077;12556
select;2400;2400/4;7490;13029
select;2400;2400/4;7198;12612
select;2400;2400/4;7079;12602
select;2400;2400/4;6827;12411
select;2400;2400/4;
select;2400;2400/4;7227;12802
select;2400;2400/4;7038;12418
select;2400;2400/4;6817;12359
select;2400;2400/4;7181;12582
select;2400;2400/4;7488;13129
select;2400;2400/4;7032;12401
select;2400;2400/4;6586;11809
select;2400;2400/4;
select;2400;2400/4;7303;12830
select;2400;2400/4;6886;12268
select;2400;2400/4;6578;11481
select;2400;2400/4;6691;12075
select;2400;2400/4;7654;13171
select;2400;2400/4;
select;2400;2400/4;7349;12851
select;2400;2400/4;6531;11346
select;2400;2400/4;6310;11450
select;2400;2400/4;6717;12203
select;2400;2400/4;6648;12073
select;2400;2400/4;7118;12410
select;2400;2400/4;
select;2400;2400/4;6360;11275
select;2400;2400/4;
select;2400;2400/4;7053;12503
select;2400;2400/4;6174;11070
select;2400;2400/4;
select;2400;2400/4;
select;2400;2400/4;6381;11461
select;2400;2400/4;7149;12675
select;2400;2400/4;
select;2400;2400/4;
select;2400;2400/4;6348;11518
select;2400;2400/4;
select;2400;2400/4;6811;12295
select;2400;2400/4;7200;12739
select;2400;2400/4;7387;12941
select;2400;2400/4;5990;10535
select;2400;2400/4;6233;11109
select;2400;2400/4;6994;12435
select;2400;2400/4;
select;2400;2400/4;
select;2400;2400/4;7029;12520
select;2400;2400/4;
select;2400;2400/4;7335;12657
select;2400;2400/4;6724;12140
select;2400;2400/4;7035;12471
select;2400;2400/4;6908;12339
select;2400;2400/4;7410;13018
select;2400;2400/4;7318;12716
select;2400;2400/4;6663;11984
select;2400;2400/4;
select;2400;2400/4;
select;2400;2400/4;7293;12977
select;2400;2400/4;6421;11773
select;2400;2400/4;6476;11581
select;2400;2400/4;
select;2400;2400/4;
select;2400;2400/4;
select;2400;2400/4;7272;12783
select;2400;2400/4;6999;12448
select;2400;2400/4;6605;12067
select;2400;2400/4;
select;2400;2400/4;6983;12433
select;2400;2400/4;7479;12991
select;2400;2400/4;7282;12850
select;2400;2400/4;7243;12580
select;2400;2400/4;
select;2400;2400/4;6666;11994
select;2400;2400/4;
select;2400;2400/4;6619;12000
select;2400;2400/2;7184;12664
select;2400;2400/2;
select;2400;2400/2;
select;2400;2400/2;7040;12705
select;2400;2400/2;6898;12315
select;2400;2400/2;
select;2400;2400/2;7135;12636
select;2400;2400/2;6780;12000
select;2400;2400/2;
select;2400;2400/2;7096;12529
select;2400;2400/2;7139;12633
select;2400;2400/2;7223;12721
select;2400;2400/2;
select;2400;2400/2;7048;12516
select;2400;2400/2;
select;2400;2400/2;6501;11323
select;2400;2400/2;6948;12368
select;2400;2400/2;7055;12526
select;2400;2400/2;7182;12391
select;2400;2400/2;
select;2400;2400/2;7461;12947
select;2400;2400/2;7334;12825
select;2400;2400/2;6283;11292
select;2400;2400/2;7491;13078
select;2400;2400/2;7200;12703
select;2400;2400/2;6883;12151
select;2400;2400/2;7115;12600
select;2400;2400/2;
select;2400;2400/2;6327;11439
select;2400;2400/2;
select;2400;2400/2;7002;12442
select;2400;2400/2;6642;11827
select;2400;2400/2;
select;2400;2400/2;6420;11336
select;2400;2400/2;
select;2400;2400/2;6340;10968
select;2400;2400/2;
select;2400;2400/2;7251;12734
select;2400;2400/2;6696;12261
select;2400;2400/2;7216;12602
select;2400;2400/2;7058;12204
select;2400;2400/2;7289;12761
select;2400;2400/2;6745;12247
select;2400;2400/2;7495;13099
select;2400;2400/2;7417;12982
select;2400;2400/2;6884;12172
select;2400;2400/2;6047;11036
select;2400;2400/2;6845;12140
select;2400;2400/2;6948;12362
select;2400;2400/2;7010;12653
select;2400;2400/2;7413;12879
select;2400;2400/2;6578;11645
select;2400;2400/2;7367;12959
select;2400;2400/2;7369;12810
select;2400;2400/2;
select;2400;2400/2;6951;12538
select;2400;2400/2;7041;12491
select;2400;2400/2;7429;12881
select;2400;2400/2;
select;2400;2400/2;7104;12691
select;2400;2400/2;6837;12369
select;2400;2400/2;
select;2400;2400/2;
select;2400;2400/2;7277;12766
select;2400;2400/2;6890;12446
select;2400;2400/2;6713;12237
select;2400;2400/2;
select;2400;2400/2;6958;12503
select;2400;2400/2;
select;2400;2400/2;6737;12181
select;2400;2400/2;6931;12463
select;2400;2400/2;6918;12500
select;2400;2400/2;6818;12288
select;2400;2400/2;6869;12338
select;2400;2400/2;6784;12230
select;2400;2400/2;7354;12945
select;2400;2400/2;
select;2400;2400/2;6787;12314
select;2400;2400/2;7152;12604
select;2400;2400/2;6685;12020
select;2400;2400/2;
select;2400;2400/2;6856;12257
select;2400;2400/2;
select;2400;2400/2;6889;12202
select;2400;2400/2;7033;12378
select;2400;2400/2;7347;12740
select;2400;2400/2;7059;12545
select;2400;2400/2;7383;12915
select;2400;2400/2;
select;2400;2400/2;6696;11641
select;2400;2400/2;6937;12490
select;2400;2400/2;
select;2400;2400/2;6989;12533
select;2400;2400/2;7043;12509
select;2400;2400/2;
select;2400;2400/2;7214;12779
select;2400;2400/2;7384;12878
select;2400;2400/2;7463;12882
select;2400;2400/2;7495;13088
select;2400;2400/2;
select;2400;2400-1;
