type;n;k;comp;swaps
select;7900;7900/2;
select;7900;7900/2;22689;39632
select;7900;7900/2;
select;7900;7900/2;24759;43037
select;7900;7900/2;23995;42119
select;7900;7900/2;24859;43266
select;7900;7900/2;22698;40722
select;7900;7900/2;23429;41201
select;7900;7900/2;20936;37433
select;7900;7900/2;23744;42298
select;7900;7900/2;24856;43354
select;7900;7900/2;
select;7900;7900/2;24327;42084
select;7900;7900/2;24084;41889
select;7900;7900/2;
select;7900;7900/2;23964;41790
select;7900;7900/2;23312;40715
select;7900;7900/2;
select;7900;7900/2;21592;37875
select;7900;7900/2;23247;41277
select;7900;7900/2;24450;42551
select;7900;7900/2;24240;42501
select;7900;7900/2;24834;42941
select;7900;7900/2;24609;42812
select;7900;7900/2;24597;42782
select;7900;7900/2;22943;41159
select;7900;7900/2;24658;42998
select;7900;7900/2;
select;7900;7900/2;
select;7900;7900/2;
select;7900;7900/2;24190;42386
select;7900;7900/2;24900;43075
select;7900;7900/2;23447;41685
select;7900;7900/2;24823;43137
select;7900;7900/2;
select;7900;7900/2;23049;40960
select;7900;7900/2;23698;41910
select;7900;7900/2;24001;42307
select;7900;7900/2;24870;42917
select;7900;7900/2;24730;42539
select;7900;7900/2;21421;37970
select;7900;7900/2;25716;43966
select;7900;7900/2;24509;42758
select;7900;7900/2;24969;43415
select;7900;7900/2;24644;43050
select;7900;7900/2;24610;42703
select;7900;7900/2;23223;41446
select;7900;7900/2;24403;42557
select;7900;7900/2;23691;41996
select;7900;7900/2;24422;42716
select;7900;7900/2;23349;41478
select;7900;7900/2;23142;41127
select;7900;7900/2;24379;42486
select;7900;7900/2;22909;40970
select;7900;7900/2;23326;41337
select;7900;7900/2;
select;7900;7900/2;24821;43011
select;7900;7900/2;22694;40678
select;7900;7900/2;24220;42483
select;7900;7900/2;24793;43121
select;7900;7900/2;25448;43631
select;7900;7900/2;
select;7900;7900/2;23840;42285
select;7900;7900/2;23725;41999
select;7900;7900/2;24214;42175
select;7900;7900/2;24696;43125
select;7900;7900/2;22301;40155
select;7900;7900/2;23650;41961
select;7900;7900/2;24471;43012
select;7900;7900/2;24666;43033
select;7900;7900/2;
select;7900;7900/2;25194;43303
select;7900;7900/2;
select;7900;7900/2;24696;42804
select;7900;7900/2;24233;42605
select;7900;7900/2;23363;41316
select;7900;7900/2;24127;42326
select;7900;7900/2;
select;7900;7900/2;24189;42485
select;7900;7900/2;24368;42742
select;7900;7900/2;24599;42946
select;7900;7900/2;23425;41652
select;7900;7900/2;23945;42020
select;7900;7900/2;
select;7900;7900/2;24739;42806
select;7900;7900/2;
select;7900;7900/2;22053;39296
select;7900;7900/2;24910;43275
select;7900;7900/2;24917;43169
select;7900;7900/2;23944;41978
select;7900;7900/2;23476;41822
select;7900;7900/2;
select;7900;7900-1;24151;42455
select;7900;7900-1;23376;40578
select;7900;7900-1;24866;42915
select;7900;7900-1;25079;43497
select;7900;7900-1;23162;41295
select;7900;7900-1;
select;7900;7900-1;23859;41229
select;7900;7900-1;23959;42028
select;7900;7900-1;24278;42588
select;7900;7900-1;
select;7900;7900-1;24748;42770
select;7900;7900-1;
select;7900;7900-1;22470;40494
select;7900;7900-1;22325;38793
select;7900;7900-1;
select;7900;7900-1;23331;41324
select;7900;7900-1;23767;41766
select;7900;7900-1;23741;42105
select;7900;7900-1;
select;7900;7900-1;
select;7900;7900-1;24145;42583
select;7900;7900-1;
select;7900;7900-1;24049;42281
select;7900;7900-1;
select;7900;7900-1;22894;41226
select;7900;7900-1;23290;41094
select;7900;7900-1;24910;43205
select;7900;7900-1;23667;41680
select;7900;7900-1;24317;42778
select;7900;7900-1;25143;43526
select;7900;7900-1;24388;42473
select;7900;7900-1;24143;42365
select;7900;7900-1;23398;41377
select;7900;7900-1;24592;42498
select;7900;7900-1;24370;42518
select;7900;7900-1;24205;41810
select;7900;7900-1;25177;43576
select;7900;7900-1;
select;7900;7900-1;25335;43499
select;7900;7900-1;22461;40726
select;7900;7900-1;
select;7900;7900-1;23026;40970
select;7900;7900-1;25075;43373
select;7900;7900-1;24687;43122
select;7900;7900-1;23520;41244
select;7900;7900-1;23841;42393
select;7900;7900-1;
select;7900;7900-1;
select;7900;7900-1;
select;7900;7900-1;24598;43015
select;7900;7900-1;
select;7900;7900-1;22843;40640
select;7900;7900-1;23982;42320
select;7900;7900-1;24240;42161
select;7900;7900-1;24255;42521
select;7900;7900-1;23947;42174
select;7900;7900-1;24539;42633
select;7900;7900-1;
select;7900;7900-1;24345;42424
select;7900;7900-1;23756;41150
select;7900;7900-1;22629;40136
select;7900;7900-1;
select;7900;7900-1;24385;42464
select;7900;7900-1;23191;41515
select;7900;7900-1;24026;41478
select;7900;7900-1;
select;7900;7900-1;24678;42756
select;7900;7900-1;22876;41164
select;7900;7900-1;23599;41673
select;7900;7900-1;
select;7900;7900-1;
select;7900;7900-1;23428;41483
select;7900;7900-1;23554;41758
select;7900;7900-1;24804;42942
select;7900;7900-1;22069;38603
select;7900;7900-1;
select;7900;7900-1;23867;42107
select;7900;7900-1;24030;42347
select;7900;7900-1;
select;7900;7900-1;25398;43773
select;7900;7900-1;
select;7900;7900-1;24618;42641
select;7900;7900-1;
select;7900;7900-1;
select;7900;7900-1;
select;7900;7900-1;23091;41431
select;7900;7900-1;24300;42747
select;7900;7900-1;23645;41790
select;7900;7900-1;24206;42411
select;7900;7900-1;25590;43911
select;7900;7900-1;24524;42752
select;7900;7900-1;23651;41936
select;7900;7900-1;23531;41961
select;7900;7900-1;25274;43843
select;7900;7900-1;20988;37372
select;7900;7900-1;23201;41563
select;7900;7900-1;
select;7900;7900-1;22942;41309
select;7900;7900-1;
select;7900;7900-1;25278;43246
select;8000;0;24043;42401
select;8000;0;24167;42350
select;8000;0;23527;41311
select;8000;0;24285;42579
select;8000;0;23737;41748
select;8000;0;23943;42144
select;8000;0;23977;42066
select;8000;0;23833;41613
select;8000;0;23786;42022
select;8000;0;24032;42431
select;8000;0;23967;42154
select;8000;0;24113;42390
select;8000;0;21564;37724
select;8000;0;22077;38524
select;8000;0;23995;42132
select;8000;0;23733;41624
select;8000;0;23646;41558
select;8000;0;24173;42460
select;8000;0;24052;42266
select;8000;0;23769;41839
select;8000;0;23735;41539
select;8000;0;23632;41386
select;8000;0;24485;42836
select;8000;0;24089;42249
select;8000;0;21858;38121
select;8000;0;23855;41707
select;8000;0;24011;42158
select;8000;0;23943;41945
select;8000;0;24241;42662
select;8000;0;23802;41639
select;8000;0;23443;40896
select;8000;0;24152;42313
select;8000;0;23913;42068
select;8000;0;23104;40433
select;8000;0;24202;42565
select;8000;0;23907;41893
select;8000;0;23677;41724
select;8000;0;21699;37717
select;8000;0;24468;42903
select;8000;0;24240;42609
select;8000;0;24382;42592
select;8000;0;23803;41590
select;8000;0;21942;38290
select;8000;0;23737;41607
select;8000;0;23710;41900
select;8000;0;24157;42304
select;8000;0;23948;41991
select;8000;0;24465;42982
select;8000;0;23821;41800
select;8000;0;24035;42238
select;8000;0;24143;42374
select;8000;0;23917;42083
select;8000;0;23646;41404
select;8000;0;23554;41565
select;8000;0;24028;42335
select;8000;0;23701;41563
select;8000;0;23765;41668
select;8000;0;24114;41824
select;8000;0;23866;41926
select;8000;0;24373;42682
select;8000;0;21790;38141
select;8000;0;23393;41172
select;8000;0;24118;42152
select;8000;0;24336;42692
select;8000;0;21710;38139
select;8000;0;24543;42774
select;8000;0;22095;38753
select;8000;0;24050;42009
select;8000;0;24194;42223
select;8000;0;23899;41998
select;8000;0;24269;42343
select;8000;0;23523;41550
select;8000;0;23846;42192
select;8000;0;23690;41628
select;8000;0;24081;42042
select;8000;0;24264;42662
select;8000;0;23697;41400
select;8000;0;24006;42231
select;8000;0;23947;41789
select;8000;0;23941;41947
select;8000;0;23770;41875
select;8000;0;23334;40872
select;8000;0;24439;42785
select;8000;0;23748;41739
select;8000;0;24241;42257
select;8000;0;23874;41722
select;8000;0;23579;41406
select;8000;0;24163;42609
select;8000;0;23711;41800
select;8000;0;23481;41069
select;8000;0;23754;41644
select;8000;0;24002;42002
select;8000;0;23260;40699
select;8000;0;23519;41070
select;8000;0;21593;37650
select;8000;0;23726;41714
select;8000;0;24518;43131
select;8000;0;23759;41753
select;8000;0;24238;42124
select;8000;0;24047;42360
select;8000;8000/4;24541;42940
select;8000;8000/4;24219;41563
select;8000;8000/4;
select;8000;8000/4;25911;44491
select;8000;8000/4;23767;42246
select;8000;8000/4;24151;42456
select;8000;8000/4;24532;42825
select;8000;8000/4;23944;41810
select;8000;8000/4;23065;41143
select;8000;8000/4;25413;44223
select;8000;8000/4;
select;8000;8000/4;
select;8000;8000/4;24066;42403
select;8000;8000/4;24032;42692
select;8000;8000/4;22806;40828
select;8000;8000/4;25073;43240
select;8000;8000/4;
select;8000;8000/4;23329;41276
select;8000;8000/4;24623;43050
select;8000;8000/4;22051;38669
select;8000;8000/4;24514;42588
select;8000;8000/4;24870;43382
select;8000;8000/4;
select;8000;8000/4;22729;40900
select;8000;8000/4;24385;42614
select;8000;8000/4;24749;42947
select;8000;8000/4;
select;8000;8000/4;24523;43004
select;8000;8000/4;24320;42765
select;8000;8000/4;24074;42491
select;8000;8000/4;23168;41296
select;8000;8000/4;
select;8000;8000/4;23036;40653
select;8000;8000/4;24240;42724
select;8000;8000/4;24024;42198
select;8000;8000/4;23494;41648
select;8000;8000/4;25354;43895
select;8000;8000/4;
select;8000;8000/4;23808;42232
select;8000;8000/4;
select;8000;8000/4;24094;42562
select;8000;8000/4;23884;41963
select;8000;8000/4;
select;8000;8000/4;23687;41855
select;8000;8000/4;25983;44701
select;8000;8000/4;25894;44430
select;8000;8000/4;23644;42236
select;8000;8000/4;23988;42548
select;8000;8000/4;
select;8000;8000/4;25280;43817
select;8000;8000/4;24040;42578
select;8000;8000/4;24466;43237
select;8000;8000/4;25261;43839
select;8000;8000/4;24705;43124
select;8000;8000/4;24872;43311
select;8000;8000/4;23182;41420
select;8000;8000/4;23508;42039
select;8000;8000/4;24743;43311
select;8000;8000/4;
select;8000;8000/4;
select;8000;8000/4;23360;41109
select;8000;8000/4;24958;43503
select;8000;8000/4;24843;43520
select;8000;8000/4;
select;8000;8000/4;24392;43049
select;8000;8000/4;
select;8000;8000/4;
select;8000;8000/4;24778;43064
select;8000;8000/4;24014;42729
select;8000;8000/4;25066;43211
select;8000;8000/4;22767;41096
select;8000;8000/4;24507;43060
select;8000;8000/4;
select;8000;8000/4;23084;41375
select;8000;8000/4;
select;8000;8000/4;
select;8000;8000/4;
select;8000;8000/4;25142;43635
select;8000;8000/4;24999;43295
select;8000;8000/4;23939;42536
select;8000;8000/4;23711;41665
select;8000;8000/4;24882;43431
select;8000;8000/4;22697;39427
select;8000;8000/4;
select;8000;8000/4;23980;42475
select;8000;8000/4;25022;43328
select;8000;8000/4;24648;43108
select;8000;8000/4;23881;42311
select;8000;8000/4;24661;43203
select;8000;8000/4;
select;8000;8000/4;22543;40658
select;8000;8000/4;24493;42884
select;8000;8000/4;
select;8000;8000/4;
select;8000;8000/4;25405;43720
select;8000;8000/4;25872;44345
select;8000;8000/4;24736;43179
select;8000;8000/4;23564;41941
select;8000;8000/4;23183;41632
select;8000;8000/4;
select;8000;8000/2;24838;43330
select;8000;8000/2;24850;43140
select;8000;8000/2;24374;42780
select;8000;8000/2;23900;42297
select;8000;8000/2;23020;41255
select;8000;8000/2;
select;8000;8000/2;24186;42647
select;8000;8000/2;24645;42878
select;8000;8000/2;
select;8000;8000/2;
select;8000;8000/2;24019;42118
select;8000;8000/2;
select;8000;8000/2;24437;42013
select;8000;8000/2;24351;42960
select;8000;8000/2;
select;8000;8000/2;24399;42778
select;8000;8000/2;24424;43035
select;8000;8000/2;22694;39476
select;8000;8000/2;24424;42802
select;8000;8000/2;24721;42813
select;8000;8000/2;23783;42098
select;8000;8000/2;23836;42052
select;8000;8000/2;25054;43180
select;8000;8000/2;25390;43680
select;8000;8000/2;23964;41442
select;8000;8000/2;24748;42643
select;8000;8000/2;25355;43872
select;8000;8000/2;23097;40502
select;8000;8000/2;
select;8000;8000/2;23406;41032
select;8000;8000/2;24529;42971
select;8000;8000/2;23252;41678
select;8000;8000/2;
select;8000;8000/2;
select;8000;8000/2;24722;43286
select;8000;8000/2;24457;42911
select;8000;8000/2;
select;8000;8000/2;23297;41450
select;8000;8000/2;25166;43731
select;8000;8000/2;23130;41360
select;8000;8000/2;24927;43148
select;8000;8000/2;24907;43033
select;8000;8000/2;24470;42847
select;8000;8000/2;24323;42999
select;8000;8000/2;23076;41076
select;8000;8000/2;
select;8000;8000/2;24373;42420
select;8000;8000/2;24188;42347
select;8000;8000/2;24311;42925
select;8000;8000/2;23294;41992
select;8000;8000/2;24990;43481
select;8000;8000/2;
select;8000;8000/2;24463;42906
select;8000;8000/2;24653;43160
select;8000;8000/2;23755;42141
select;8000;8000/2;24241;42744
select;8000;8000/2;25191;43564
select;8000;8000/2;23811;42580
select;8000;8000/2;
select;8000;8000/2;24204;42477
select;8000;8000/2;24466;43027
select;8000;8000/2;20780;37096
select;8000;8000/2;
select;8000;8000/2;
select;8000;8000/2;23683;42164
select;8000;8000/2;23937;41401
select;8000;8000/2;22993;41550
select;8000;8000/2;22879;39519
select;8000;8000/2;25800;44402
select;8000;8000/2;24849;43394
select;8000;8000/2;
select;8000;8000/2;24908;43316
select;8000;8000/2;22801;41139
select;8000;8000/2;
select;8000;8000/2;
select;8000;8000/2;
select;8000;8000/2;24143;42104
select;8000;8000/2;
select;8000;8000/2;24439;42756
select;8000;8000/2;24956;42779
select;8000;8000/2;22415;39038
select;8000;8000/2;
select;8000;8000/2;
select;8000;8000/2;
select;8000;8000/2;
select;8000;8000/2;24105;42638
select;8000;8000/2;25859;44529
select;8000;8000/2;
select;8000;8000/2;24379;42335
select;8000;8000/2;24162;42653
select;8000;8000/2;24145;42665
select;8000;8000/2;25009;43262
select;8000;8000/2;24609;42874
select;8000;8000/2;24097;42504
select;8000;8000/2;23865;42288
select;8000;8000/2;24936;43450
select;8000;8000/2;24511;42407
select;8000;8000/2;25481;44164
select;8000;8000/2;24798;43349
select;8000;8000/2;24235;42470
select;8000;8000-1;23387;41688
select;8000;8000-1;24228;42723
select;8000;8000-1;25013;43769
select;8000;8000-1;24575;42874
select;8000;8000-1;
select;8000;8000-1;24794;43667
select;8000;8000-1;25131;43770
select;8000;8000-1;23860;42248
select;8000;8000-1;24995;43532
select;8000;8000-1;24257;42799
select;8000;8000-1;
select;8000;8000-1;
select;8000;8000-1;23703;42381
select;8000;8000-1;25222;43673
select;8000;8000-1;24261;41687
select;8000;8000-1;23444;41882
select;8000;8000-1;
select;8000;8000-1;24266;42538
select;8000;8000-1;25656;44055
select;8000;8000-1;24353;42832
select;8000;8000-1;23238;41584
select;8000;8000-1;24382;42561
select;8000;8000-1;24730;43126
select;8000;8000-1;24543;42975
select;8000;8000-1;23378;42016
select;8000;8000-1;
select;8000;8000-1;25881;44247
select;8000;8000-1;
select;8000;8000-1;
select;8000;8000-1;24435;43039
select;8000;8000-1;24493;42953
select;8000;8000-1;24910;43030
select;8000;8000-1;23529;41891
select;8000;8000-1;22887;41305
select;8000;8000-1;
select;8000;8000-1;24593;43054
select;8000;8000-1;24739;42952
select;8000;8000-1;
select;8000;8000-1;
select;8000;8000-1;23721;42141
select;8000;8000-1;24359;42727
select;8000;8000-1;23511;41666
select;8000;8000-1;24592;43098
select;8000;8000-1;25461;44091
select;8000;8000-1;23760;41369
select;8000;8000-1;24693;43020
select;8000;8000-1;
select;8000;8000-1;
select;8000;8000-1;25738;44283
select;8000;8000-1;24196;42712
select;8000;8000-1;
select;8000;8000-1;
select;8000;8000-1;24957;43334
select;8000;8000-1;24376;42683
select;8000;8000-1;
select;8000;8000-1;23651;42183
select;8000;8000-1;
select;8000;8000-1;23301;41665
select;8000;8000-1;24485;43255
select;8000;8000-1;24205;42746
select;8000;8000-1;25497;44024
select;8000;8000-1;24097;42435
select;8000;8000-1;25441;43853
select;8000;8000-1;24922;43433
select;8000;8000-1;23449;41850
select;8000;8000-1;25466;44244
select;8000;8000-1;24578;43028
select;8000;8000-1;24759;43179
select;8000;8000-1;23994;42523
select;8000;8000-1;24508;42974
select;8000;8000-1;
select;8000;8000-1;23741;42053
select;8000;8000-1;23852;42306
select;8000;8000-1;24019;42355
select;8000;8000-1;22353;40621
select;8000;8000-1;
select;8000;8000-1;24723;42453
select;8000;8000-1;
select;8000;8000-1;25337;44071
select;8000;8000-1;23804;41984
select;8000;8000-1;
select;8000;8000-1;22974;40794
select;8000;8000-1;25563;43765
select;8000;8000-1;24658;43341
select;8000;8000-1;24903;43169
select;8000;8000-1;25388;44164
select;8000;8000-1;
select;8000;8000-1;23035;40424
select;8000;8000-1;25097;43515
select;8000;8000-1;23914;42036
select;8000;8000-1;24721;43046
select;8000;8000-1;23707;42398
select;8000;8000-1;23018;41291
select;8000;8000-1;
select;8000;8000-1;
select;8000;8000-1;25106;43589
select;8000;8000-1;
select;8000;8000-1;
select;8000;8000-1;24051;42202
select;8000;8000-1;23538;42134
select;8100;0;24029;42127
select;8100;0;24182;42550
select;8100;0;24265;42433
select;8100;0;24151;42239
select;8100;0;24345;42832
select;8100;0;25031;43673
select;8100;0;24323;42763
select;8100;0;23758;41487
select;8100;0;23781;41690
select;8100;0;24051;42146
select;8100;0;24108;42077
select;8100;0;24070;42165
select;8100;0;24645;43015
select;8100;0;24322;42604
select;8100;0;24873;43313
select;8100;0;25124;43856
select;8100;0;23574;41116
select;8100;0;24304;42837
select;8100;0;24226;42703
select;8100;0;24487;42820
select;8100;0;24413;42959
select;8100;0;23986;41999
select;8100;0;24074;42210
select;8100;0;23779;41766
select;8100;0;24352;42442
select;8100;0;24544;42804
select;8100;0;24427;42759
select;8100;0;24547;42828
select;8100;0;22098;38657
select;8100;0;23851;41875
select;8100;0;24702;43176
select;8100;0;24277;42489
select;8100;0;24104;42141
select;8100;0;24238;42389
select;8100;0;24036;42224
select;8100;0;23866;41662
select;8100;0;24214;42621
select;8100;0;24059;41850
select;8100;0;24184;42458
select;8100;0;24550;42900
select;8100;0;24470;42659
select;8100;0;23971;41891
select;8100;0;24396;42748
select;8100;0;24384;42722
select;8100;0;24478;42712
select;8100;0;24599;42982
select;8100;0;24376;42957
select;8100;0;23888;41953
select;8100;0;24147;42320
select;8100;0;24790;43492
select;8100;0;24634;43114
select;8100;0;24448;42736
select;8100;0;24410;42862
select;8100;0;24547;42765
select;8100;0;23942;41813
select;8100;0;24224;42396
select;8100;0;24426;42851
select;8100;0;24112;42237
select;8100;0;24482;42967
select;8100;0;24374;42684
select;8100;0;24420;42627
select;8100;0;24147;42249
select;8100;0;23770;41505
select;8100;0;24569;43066
select;8100;0;24659;43168
select;8100;0;23959;42001
select;8100;0;24181;42359
select;8100;0;24697;43386
select;8100;0;24282;42602
select;8100;0;23907;42000
select;8100;0;24323;42579
select;8100;0;24381;43056
select;8100;0;24196;42261
select;8100;0;24528;43279
select;8100;0;22801;39886
select;8100;0;24104;42363
select;8100;0;24551;43047
select;8100;0;24050;42403
select;8100;0;24116;42286
select;8100;0;24184;42578
select;8100;0;24682;43303
select;8100;0;23977;41999
select;8100;0;24513;43036
select;8100;0;24085;42183
select;8100;0;24550;42800
select;8100;0;24315;42624
select;8100;0;24587;43017
select;8100;0;24635;43211
select;8100;0;23948;42162
select;8100;0;21976;38523
select;8100;0;22141;38604
select;8100;0;24723;43280
select;8100;0;23788;41535
select;8100;0;23962;41988
select;8100;0;24507;42647
select;8100;0;24157;42383
select;8100;0;24063;42491
select;8100;0;24116;42333
select;8100;0;24359;42862
select;8100;0;23760;41723
select;8100;8100/4;
select;8100;8100/4;23725;42042
select;8100;8100/4;23958;42571
select;8100;8100/4;24669;43399
select;8100;8100/4;23436;41759
select;8100;8100/4;25494;44324
select;8100;8100/4;23561;42205
select;8100;8100/4;
select;8100;8100/4;
select;8100;8100/4;25227;43789
select;8100;8100/4;23681;42422
select;8100;8100/4;24665;43499
select;8100;8100/4;24136;42902
select;8100;8100/4;
select;8100;8100/4;25046;43835
select;8100;8100/4;25122;43929
select;8100;8100/4;25581;44590
select;8100;8100/4;23841;41874
select;8100;8100/4;26142;44659
select;8100;8100/4;23972;42520
select;8100;8100/4;24646;43277
select;8100;8100/4;
select;8100;8100/4;24029;42382
select;8100;8100/4;25509;44328
select;8100;8100/4;24714;43203
select;8100;8100/4;24454;43338
select;8100;8100/4;26104;44944
select;8100;8100/4;24915;43590
select;8100;8100/4;24522;43209
select;8100;8100/4;
select;8100;8100/4;24596;43143
select;8100;8100/4;24825;43245
select;8100;8100/4;25273;43992
select;8100;8100/4;25259;43615
select;8100;8100/4;24624;43201
select;8100;8100/4;25806;44682
select;8100;8100/4;24064;42833
select;8100;8100/4;
select;8100;8100/4;24992;43132
select;8100;8100/4;
select;8100;8100/4;25720;44435
select;8100;8100/4;
select;8100;8100/4;
select;8100;8100/4;
select;8100;8100/4;25612;44439
select;8100;8100/4;25630;44464
select;8100;8100/4;23715;41593
select;8100;8100/4;22925;40780
select;8100;8100/4;24727;43457
select;8100;8100/4;25719;44242
select;8100;8100/4;25404;44214
select;8100;8100/4;23432;41078
select;8100;8100/4;
select;8100;8100/4;24854;43107
select;8100;8100/4;24465;42940
select;8100;8100/4;23284;41999
select;8100;8100/4;23113;41260
select;8100;8100/4;26016;44813
select;8100;8100/4;
select;8100;8100/4;24171;43090
select;8100;8100/4;26520;45373
select;8100;8100/4;24262;42482
select;8100;8100/4;25897;44745
select;8100;8100/4;25401;43923
select;8100;8100/4;
select;8100;8100/4;23975;42540
select;8100;8100/4;24290;43150
select;8100;8100/4;24122;42656
select;8100;8100/4;26045;44712
select;8100;8100/4;24821;43691
select;8100;8100/4;25549;44415
select;8100;8100/4;24543;42880
select;8100;8100/4;24524;43127
select;8100;8100/4;
select;8100;8100/4;
select;8100;8100/4;24492;43290
select;8100;8100/4;25356;44266
select;8100;8100/4;
select;8100;8100/4;
select;8100;8100/4;24870;43323
select;8100;8100/4;22876;40685
select;8100;8100/4;
select;8100;8100/4;25541;43964
select;8100;8100/4;24155;42819
select;8100;8100/4;
select;8100;8100/4;
select;8100;8100/4;24177;42766
select;8100;8100/4;23011;41407
select;8100;8100/4;23339;42244
select;8100;8100/4;
select;8100;8100/4;
select;8100;8100/4;22954;39968
select;8100;8100/4;25193;43760
select;8100;8100/4;24106;42831
select;8100;8100/4;25999;44687
select;8100;8100/4;24450;43106
select;8100;8100/4;25633;44208
select;8100;8100/4;23488;42290
select;8100;8100/4;25467;44345
select;8100;8100/4;24796;43571
select;8100;8100/2;24643;43121
select;8100;8100/2;
select;8100;8100/2;
select;8100;8100/2;24002;42366
select;8100;8100/2;24530;43021
select;8100;8100/2;24406;43056
select;8100;8100/2;24218;42715
select;8100;8100/2;24794;43492
select;8100;8100/2;25555;43929
select;8100;8100/2;23871;42578
select;8100;8100/2;23789;41927
select;8100;8100/2;23944;42423
select;8100;8100/2;23163;41820
select;8100;8100/2;23901;42711
select;8100;8100/2;24654;43179
select;8100;8100/2;24606;42833
select;8100;8100/2;24688;43412
select;8100;8100/2;25171;43865
select;8100;8100/2;
select;8100;8100/2;24933;42778
select;8100;8100/2;25424;44029
select;8100;8100/2;25783;44501
select;8100;8100/2;24440;42777
select;8100;8100/2;20775;37573
select;8100;8100/2;23586;42249
select;8100;8100/2;25419;44021
select;8100;8100/2;25026;43821
select;8100;8100/2;21177;37462
select;8100;8100/2;25139;43332
select;8100;8100/2;
select;8100;8100/2;
select;8100;8100/2;23459;42068
select;8100;8100/2;25393;44079
select;8100;8100/2;21121;37979
select;8100;8100/2;25597;44497
select;8100;8100/2;23830;42281
select;8100;8100/2;25873;44229
select;8100;8100/2;25293;43732
select;8100;8100/2;24087;42760
select;8100;8100/2;23855;42445
select;8100;8100/2;24847;43193
select;8100;8100/2;22524;39202
select;8100;8100/2;25274;43812
select;8100;8100/2;
select;8100;8100/2;25258;43726
select;8100;8100/2;24581;43627
select;8100;8100/2;24744;42891
select;8100;8100/2;23887;42547
select;8100;8100/2;24824;43205
select;8100;8100/2;
select;8100;8100/2;25354;43980
select;8100;8100/2;24601;43452
select;8100;8100/2;
select;8100;8100/2;24994;43757
select;8100;8100/2;25839;44553
select;8100;8100/2;
select;8100;8100/2;25044;43765
select;8100;8100/2;24733;42958
select;8100;8100/2;23603;42191
select;8100;8100/2;26031;44657
select;8100;8100/2;
select;8100;8100/2;24423;43160
select;8100;8100/2;23748;42346
select;8100;8100/2;
select;8100;8100/2;24924;43433
select;8100;8100/2;23340;41781
select;8100;8100/2;23474;41422
select;8100;8100/2;
select;8100;8100/2;25303;44003
select;8100;8100/2;
select;8100;8100/2;
select;8100;8100/2;25579;44393
select;8100;8100/2;23465;42034
select;8100;8100/2;24614;43385
select;8100;8100/2;
select;8100;8100/2;25112;43662
select;8100;8100/2;24795;43015
select;8100;8100/2;25015;43704
select;8100;8100/2;22533;38855
select;8100;8100/2;23949;42165
select;8100;8100/2;25579;44316
select;8100;8100/2;24963;43561
select;8100;8100/2;24915;43473
select;8100;8100/2;23808;42087
select;8100;8100/2;25373;44020
select;8100;8100/2;24772;43273
select;8100;8100/2;25472;44032
select;8100;8100/2;24057;42766
select;8100;8100/2;
select;8100;8100/2;
select;8100;8100/2;
select;8100;8100/2;
select;8100;8100/2;23688;42317
select;8100;8100/2;
select;8100;8100/2;
select;8100;8100/2;
select;8100;8100/2;24008;42681
select;8100;8100/2;24113;42885
select;8100;8100/2;
select;8100;8100/2;25569;43941
select;8100;8100-1;24515;43200
select;8100;8100-1;
select;8100;8100-1;
select;8100;8100-1;
select;8100;8100-1;22976;41456
select;8100;8100-1;
select;8100;8100-1;24579;43520
select;8100;8100-1;23718;42094
select;8100;8100-1;
select;8100;8100-1;
select;8100;8100-1;
select;8100;8100-1;24826;43016
select;8100;8100-1;24792;43600
select;8100;8100-1;
select;8100;8100-1;23920;42497
select;8100;8100-1;24719;43673
select;8100;8100-1;25635;44419
select;8100;8100-1;25109;43917
select;8100;8100-1;25067;43673
select;8100;8100-1;23541;42029
select;8100;8100-1;
select;8100;8100-1;25076;43709
select;8100;8100-1;24105;42612
select;8100;8100-1;24994;43350
select;8100;8100-1;25705;44444
select;8100;8100-1;
select;8100;8100-1;
select;8100;8100-1;25265;44161
select;8100;8100-1;
select;8100;8100-1;24411;43048
select;8100;8100-1;24387;43214
select;8100;8100-1;23912;42605
select;8100;8100-1;22737;39486
select;8100;8100-1;25262;44027
select;8100;8100-1;
select;8100;8100-1;24554;43379
select;8100;8100-1;24845;43135
select;8100;8100-1;24882;43015
select;8100;8100-1;25605;44247
select;8100;8100-1;24419;43116
select;8100;8100-1;
select;8100;8100-1;24228;42799
select;8100;8100-1;24992;43579
select;8100;8100-1;26086;44860
select;8100;8100-1;24807;42439
select;8100;8100-1;24625;43654
select;8100;8100-1;24663;43201
select;8100;8100-1;25125;43535
select;8100;8100-1;24398;42866
select;8100;8100-1;
select;8100;8100-1;24335;42818
select;8100;8100-1;23911;42757
select;8100;8100-1;23215;41752
select;8100;8100-1;23902;42203
select;8100;8100-1;25005;43155
select;8100;8100-1;24242;42855
select;8100;8100-1;24071;42690
select;8100;8100-1;
select;8100;8100-1;
select;8100;8100-1;24283;42547
select;8100;8100-1;26185;45026
select;8100;8100-1;21710;37743
select;8100;8100-1;25088;43736
select;8100;8100-1;25195;44145
select;8100;8100-1;24941;43639
select;8100;8100-1;
select;8100;8100-1;
select;8100;8100-1;24698;43499
select;8100;8100-1;23238;41995
select;8100;8100-1;24852;43156
select;8100;8100-1;23300;41689
select;8100;8100-1;23686;42373
select;8100;8100-1;25124;43831
select;8100;8100-1;23334;41670
select;8100;8100-1;24329;43302
select;8100;8100-1;25118;43389
