type;n;k;comp;swaps
rselect: 9, total number of comparisons: 2957, total number of swaps: 2981
qselect: 1410, total number of comparisons: 0, total number of swaps: 0
rselect: 21, total number of comparisons: 1317, total number of swaps: 1331
qselect: 2606, total number of comparisons: 0, total number of swaps: 0
rselect: 20, total number of comparisons: 2870, total number of swaps: 2898
qselect: 795, total number of comparisons: 0, total number of swaps: 0
rselect: 24, total number of comparisons: 1220, total number of swaps: 1234
qselect: 1703, total number of comparisons: 0, total number of swaps: 0
rselect: 14, total number of comparisons: 2877, total number of swaps: 2895
qselect: 1628, total number of comparisons: 0, total number of swaps: 0
rselect: 20, total number of comparisons: 990, total number of swaps: 1010
qselect: 404, total number of comparisons: 0, total number of swaps: 0
rselect: 23, total number of comparisons: 919, total number of swaps: 943
qselect: 2696, total number of comparisons: 0, total number of swaps: 0
rselect: 33, total number of comparisons: 2545, total number of swaps: 2569
qselect: 1098, total number of comparisons: 0, total number of swaps: 0
rselect: 10, total number of comparisons: 2677, total number of swaps: 2707
qselect: 1180, total number of comparisons: 0, total number of swaps: 0
rselect: 16, total number of comparisons: 975, total number of swaps: 993
qselect: 3908, total number of comparisons: 0, total number of swaps: 0
rselect: 28, total number of comparisons: 2328, total number of swaps: 2336
qselect: 3237, total number of comparisons: 0, total number of swaps: 0
rselect: 19, total number of comparisons: 816, total number of swaps: 836
qselect: 2459, total number of comparisons: 0, total number of swaps: 0
rselect: 21, total number of comparisons: 3830, total number of swaps: 3848
qselect: 3876, total number of comparisons: 0, total number of swaps: 0
rselect: 23, total number of comparisons: 2978, total number of swaps: 3002
qselect: 3288, total number of comparisons: 0, total number of swaps: 0
rselect: 22, total number of comparisons: 863, total number of swaps: 881
qselect: 2047, total number of comparisons: 0, total number of swaps: 0
rselect: 21, total number of comparisons: 2263, total number of swaps: 2281
qselect: 1302, total number of comparisons: 0, total number of swaps: 0
rselect: 29, total number of comparisons: 746, total number of swaps: 758
qselect: 2683, total number of comparisons: 0, total number of swaps: 0
rselect: 24, total number of comparisons: 1836, total number of swaps: 1852
qselect: 1990, total number of comparisons: 0, total number of swaps: 0
rselect: 17, total number of comparisons: 248, total number of swaps: 266
qselect: 1348, total number of comparisons: 0, total number of swaps: 0
rselect: 18, total number of comparisons: 1153, total number of swaps: 1171
qselect: 706, total number of comparisons: 0, total number of swaps: 0
rselect: 13, total number of comparisons: 278, total number of swaps: 292
qselect: 3945, total number of comparisons: 0, total number of swaps: 0
rselect: 18, total number of comparisons: 1806, total number of swaps: 1830
qselect: 507, total number of comparisons: 0, total number of swaps: 0
rselect: 13, total number of comparisons: 1319, total number of swaps: 1339
qselect: 344, total number of comparisons: 0, total number of swaps: 0
rselect: 27, total number of comparisons: 5180, total number of swaps: 5214
qselect: 4221, total number of comparisons: 0, total number of swaps: 0
rselect: 29, total number of comparisons: 839, total number of swaps: 853
qselect: 2251, total number of comparisons: 0, total number of swaps: 0
rselect: 17, total number of comparisons: 793, total number of swaps: 823
qselect: 3299, total number of comparisons: 0, total number of swaps: 0
rselect: 20, total number of comparisons: 3757, total number of swaps: 3771
qselect: 3639, total number of comparisons: 0, total number of swaps: 0
rselect: 12, total number of comparisons: 3144, total number of swaps: 3172
qselect: 2848, total number of comparisons: 0, total number of swaps: 0
